Code,Course,Sec,Description,Mode of,Book,HR,CR,Days,Time,Room,Professor
695,CSCI 120.00,2,Intro To Computing,In-Person,,3,3,"M,TH",13:10-14:25,HW  413,"Wisniewska, Anna"
697,*CSCI 120.00,4,Intro To Computing,In-Person,,3,3,"M,TH",13:10-14:25,HN  1516,Staff
698,CSCI 120.00,5,Intro To Computing,In-Person,,3,3,"M,TH",16:10-17:25,HN  C107,"Wisniewska, Anna"
699,CSCI 120.00,6,Intro To Computing,In-Person,,3,3,"TU,F",12:45-14:00,HN  C111,"Maryash, Gennadiy"
704,CSCI 120.00,11,Intro To Computing,In-Person,,3,3,"TU,F",14:10-15:25,HN  C111,"Shostak, Pavel"
708,CSCI 120.00,12,Intro To Computing,In-Person,,3,3,"M,W",16:10-17:25,HW  207,"Tasdemir, Cagil"
705,CSCI 120.00,51,Intro To Computing,In-Person,,3,3,"TU,TH",17:35-18:50,HW  412,"Kose, Erdal"
706,CSCI 120.00,52,Intro To Computing,In-Person,,3,3,"M,W",19:00-20:15,HW  207,"Torkzahrani, Mohammad-Reza"
707,CSCI 120.00,53,Intro To Computing,In-Person,,3,3,"M,W",20:25-21:40,HW  207,"Torkzahrani, Mohammad-Reza"
709,CSCI 121.00,1,Cmptrs & Money:Quant,In-Person,,3,3,"TU,F",12:45-14:00,HN 1001G,"Schaffer, Cullen"
710,CSCI 121.00,2,Cmptrs & Money:Quant,In-Person,,3,3,"TU,F",14:10-15:25,HN 1001G,"Schaffer, Cullen"
4411,CSCI 121.00,51,Cmptrs & Money:Quant,In-Person,,3,3,"M,W",19:00-20:15,HN 1001G,"Osisek, Eric"
713,CSCI 127.00,3,Intro:Computer Sci,In-Person,,3,3,"TU,TH",16:10-17:25,HN  1516,"Kose, Erdal"
4412,CSCI 127.00,51,Intro:Computer Sci,In-Person,,3,3,"M,W",17:35-18:50,HN  C107,"Tasdemir, Cagil"
714,CSCI 127.00,52,Intro:Computer Sci,In-Person,,3,3,"M,W",19:00-20:15,HN  C107,"Tasdemir, Cagil"
4904,CSCI 132.00,1,Practical Unix Prog.,In-Person,,3,3,"TU,F",15:45-17:00,HW  113,"Konstantinos, Nikolopoulos"
715,CSCI 133.00,1,Progrmng Fr Everyone,In-Person,,3,3,"TU,F",15:45-17:00,HN 1001G,"Schaffer, Cullen"
716,CSCI 133.00,51,Progrmng Fr Everyone,In-Person,,3,3,"TU,TH",19:00-20:15,HN 1001G,"Osisek, Eric"
718,CSCI 135.00,2,Analysis & Design 1,In-Person,,3,3,"M,TH",14:45-16:00,HW  413,"Ahmed, Syedali"
4413,CSCI 135.00,3,Analysis & Design 1,In-Person,,3,3,"TU,F",15:45-17:00,HN  C107,"Su, Xing"
719,CSCI 135.00,51,Analysis & Design 1,In-Person,,3,3,"M,W",17:35-18:50,HW  408,"Chowdhury, Sadat"
721,CSCI 136.00,2,Supervised Prog Lab,In-Person,,2,1,M,12:10-14:00,HN 1000G,"Ahmed, Syedali"
4414,CSCI 136.00,3,Supervised Prog Lab,In-Person,,2,1,F,13:10-15:00,HN 1000G,"Su, Xing"
722,CSCI 136.00,51,Supervised Prog Lab,In-Person,,2,1,W,19:00-20:45,HN 1000G,"Chowdhury, Sadat"
723,CSCI 150.00,1,Discrete Structures,In-Person,,3,3,"TU,F",12:45-14:00,HW  413,"Mneimneh, Saadeddine"
724,CSCI 150.00,51,Discrete Structures,In-Person,,3,3,"TU,TH",17:35-18:50,HW  413,"Mneimneh, Saadeddine"
725,CSCI 160.00,1,Comptr Archit 1,In-Person,,3,3,"TU,F",14:10-15:25,HN  C107,"Zamfirescu, Christina"
726,CSCI 160.00,51,Comptr Archit 1,In-Person,,3,3,"TU,TH",17:35-18:50,HN  C107,"Zamfirescu, Christina"
4415,CSCI 171.00,1,Wksp:Crtve Prob Solv,In-Person,,1,1,TH,13:10-14:00,HN 1000J,"Grayevsky, Sofia"
730,CSCI 232.00,1,Rel Datab & Sql Prog,In-Person,,3,3,"M,TH",14:45-16:00,HN 1000G,"Xie, Lei"
731,CSCI 233.00,1,Prgrm Proj Sem Minor,In-Person,,2,1,TU,17:35-19:25,HN 1000J,"Schaffer, Cullen"
732,*CSCI 235.00,1,Analysis & Design 2,In-Person,,3,3,"TU,F",12:45-14:00,HN  C107,"Epstein, Jeffrey"
733,CSCI 235.00,51,Analysis & Design 2,In-Person,,3,3,"M,W",17:35-18:50,HN  1516,"Brizan, David"
4416,CSCI 260.00,1,Cmptr Architctr 2,In-Person,,3,3,"M,TH",14:45-16:00,HN  1516,"Wisniewska, Anna"
734,CSCI 260.00,51,Cmptr Architctr 2,In-Person,,3,3,"M,W",19:00-20:15,HN  1516,"Zou, Jianmin"
735,CSCI 265.00,1,Computer Theory 1,In-Person,,3,3,"TU,F",12:45-14:00,HW  207,"Tojeira, Justin"
4969,CSCI 265.00,51,Computer Theory 1,In-Person,,3,3,"TU,TH",20:25-21:40,HN  C107,"Schweitzer, Eric"
736,CSCI 335.00,51,Analysis & Design 3,In-Person,,3,3,"TU,TH",17:35-18:50,HN  1516,"Zelener, Allan"
737,CSCI 340.00,51,Operating Systems,In-Person,,3,3,"TU,TH",19:00-20:15,HN  1516,"Schweitzer, Eric"
739,CSCI 365.00,1,Computer Theory 2,In-Person,,3,3,"TU,F",14:10-15:25,HN  1516,"Cohen, Daniel"
744,CSCI 415.00,51,Data Comm&Networking,In-Person,,3,3,F,17:30-20:30,HN  C108,"Wine, Stanley"
745,*CSCI 435.00,1,Data Base Management,In-Person,,3,3,"M,W",16:10-17:25,HN  1516,Staff
748,CSCI 493.66,51,Unix Tools,In-Person,,3,3,"M,W",19:00-20:15,HW  408,"Diky, Artyom"
5289,CSCI 493.69,1,Computatnl Vision,In-Person,,3,3,"M,TH",13:10-14:25,HN  1516,"Stamos, Ioannis"
4417,CSCI 493.72,1,Seminar:Computer Law,In-Person,,3,3,"TU,F",12:45-14:00,HN  1516,"Cohen, Daniel"
752,CSCI 499.00,1,Advnc Apl:Cpstne Maj,In-Person,,4,4,"TU,TH",15:35-17:25,HN 1000G,"Schweitzer, Eric"
770,DAN 101.00,3,Fund-Contemp Dance,In-Person,,3,2,"M,W,TH",12:10-13:00,TH  601,"Nicoll, Jessica"
771,DAN 101.00,4,Fund-Contemp Dance,In-Person,,3,2,"TU,F",14:10-15:25,TH  601,"Barnett, Julian"
772,DAN 102.00,1,Dan Dancer &Audience,Web-Enhanced,,3,3,TH,16:10-18:40,TH  700,"Hoffbauer, Patricia"
773,DAN 102.00,2,Dan Dancer &Audience,Web-Enhanced,,3,3,"M,TH",13:10-14:25,TH  700,"Hoffbauer, Patricia"
774,DAN 102.00,3,Dan Dancer &Audience,Web-Enhanced,,3,3,"TU,F",12:45-14:00,TH  700,"Warren, Charmaine"
5182,DAN 210.00,2,Contemp Dance Tech 1,Web-Enhanced,,3,2,"M,TH",14:45-16:00,TH  601,"Donohue, Maura"
778,DAN 232.00,1,20 Cent. Dan History,Web-Enhanced,,3,3,"M,TH",14:45-16:00,TH  700,"Adler, Reba"
779,DAN 232.00,51,20 Cent. Dan History,Web-Enhanced,,3,3,"M,W",16:10-17:25,TH  700,"Adler, Reba"
780,DAN 245.00,1,Ballet 1,Web-Enhanced,,3,2,"TU,F",12:45-14:00,TH  609,"Green, Catherine"
781,DAN 252.51,1,West African Dance 1,In-Person,,3,2,"TU,F",15:45-17:00,TH  609,"Gaffney, Jacqueline"
782,DAN 252.56,1,Dance 1 -Yoga,In-Person,,3,2,"M,TH",14:45-16:00,TH  609,"Brungard, Laura"
783,DAN 252.56,2,Dance 1 -Yoga,In-Person,,3,2,"TU,F",14:10-15:25,TH  609,"Brungard, Laura"
784,DAN 252.65,1,Hip Hop Dance 1,In-Person,,3,2,"M,TH",13:10-14:25,TH  609,"Dunn, Robin"
785,DAN 252.99,CN1,Sp Tps: College Now,Web-Enhanced,,3,2,"M,W",16:10-17:25,TH  609,"Gaffney, Jacqueline"
788,DAN 321.00,1,Composition 1,In-Person,,3,2,"M,TH",13:10-14:25,TH  601,"Capps, Webster"
789,DAN 321.00,2,Composition 1,In-Person,,3,2,"TU,F",12:45-14:00,TH  601,"Feinman, Jana"
790,DAN 324.00,1,Production 1,In-Person,,4,3,TU,15:45-17:00,TH  700,"Feinman, Jana"
,,,,,,,,F,15:45-17:00,TH  700,"Melot, Sarah"
792,DAN 350.00,1,Anatmy-Kines-Dancers,Web-Enhanced,,3,3,"TU,F",14:10-15:25,TH  700,"Hefner, Susan"
793,DAN 352.51,1,West African Dance 2,In-Person,,3,2,"TU,F",15:45-17:00,TH  609,"Gaffney, Jacqueline"
794,DAN 352.56,1,Dance 2 - Yoga,In-Person,,3,2,"M,TH",14:45-16:00,TH  609,"Brungard, Laura"
795,DAN 352.56,2,Dance 2 - Yoga,In-Person,,3,2,"TU,F",14:10-15:25,TH  609,"Brungard, Laura"
798,DAN 424.00,1,Production 2,In-Person,,4,3,TU,15:45-17:00,TH  700,"Feinman, Jana"
,,,,,,,,F,15:45-17:00,TH  700,"Melot, Sarah"
5394,DANED 302.00,1,Th&Pr:Tc Dan Prek-12,In-Person,,3,4,TH,17:35-20:00,TH  605,"Isaac, Kathleen"
809,ECO 100.00,2,Intro To Economics,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  714,"Mclaughlin, Kenneth"
811,ECO 100.00,51,Intro To Economics,Web-Enhanced,,3,3,"M,W",17:35-18:50,HW  415,"Filer, Randall"
5507,ECO 100.00,CN1,Intro To Economics,In-Person,,3,3,TH,15:30-18:30,ZZ  TBA,"Squillante, Steven"
812,ECO 200.00,1,Prin Of Microecon,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  415,"George, Lisa"
814,ECO 200.00,51,Prin Of Microecon,Web-Enhanced,,3,3,"M,W",17:35-18:50,HW  116,"Korkmaz, Sibel"
815,ECO 200.00,52,Prin Of Microecon,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HN  C002,"Korkmaz, Sibel"
818,ECO 201.00,51,Prin Of Macroecon,Web-Enhanced,,3,3,"M,W",19:00-20:15,HN  1036,"Agbeyegbe, Terence"
822,ECO 221.00,51,Eco Statistics,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  415,"Buber, Sinem"
4389,ECO 260.00,2,Business Org.,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  116,"Nyman, Ingmar"
825,ECO 272.00,51,Prin Of Accounting 2,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HN ASSEM,"Kim, John"
827,ECO 280.00,1,Business Law 1,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  415,"Liveson, Avi"
828,ECO 280.00,51,Business Law 1,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  116,"Furst, Bruce"
831,ECO 300.00,51,Intermed Microecons,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  507,"Wright, Nathanial"
832,ECO 300.00,52,Intermed Microecons,Web-Enhanced,,3,3,"M,W",19:00-20:15,HW  406,"Park, Gowun"
834,ECO 301.00,2,Intermed Macroecons,In-Person,,3,3,"TU,F",12:45-14:00,HW  406,"Balsam, Kevin"
4390,ECO 301.00,52,Intermed Macroecons,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  605,"Silverstein, Andrew"
837,ECO 315.00,51,Public Finance,In-Person,,3,3,"M,W",19:00-20:15,HN  C114,"Balsam, Kevin"
838,ECO 321.00,2,Intro Econometrics,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HE  B118,"O'Connell, Stephen"
840,ECO 321.00,51,Intro Econometrics,Web-Enhanced,,3,3,W,17:35-19:35,HE  B118,"Roeper, Timothy"
,,,,,,,,TBA,00:00-00:00,ZZ  TBA,
841,ECO 330.00,51,Economic Development,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  415,"Basu, Karna"
4392,ECO 340.00,1,Intern'L Trade 1,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  113,"Conning, Jonathan"
4393,*ECO 341.00,1,Intern'L Finance,In-Person,,3,3,"M,TH",13:10-14:25,HW  411,Staff
843,ECO 345.00,2,Womn&Men:Labor Mrkt.,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  113,"Mclaughlin, Kenneth"
4793,ECO 345.00,4,Womn&Men:Labor Mrkt.,In-Person,,3,3,"M,TH",14:45-16:00,HW  113,"Mclaughlin, Kenneth"
844,ECO 345.00,51,Womn&Men:Labor Mrkt.,Web-Enhanced,,3,3,"M,W",19:00-20:15,TH  518,"Wright, Nathanial"
845,ECO 345.00,52,Womn&Men:Labor Mrkt.,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,TH  518,"Wright, Nathanial"
4794,ECO 345.00,53,Womn&Men:Labor Mrkt.,In-Person,,3,3,"M,W",19:00-20:15,TH  518,"Wright, Nathanial"
4795,ECO 345.00,54,Womn&Men:Labor Mrkt.,In-Person,,3,3,"TU,TH",17:35-18:50,TH  518,"Wright, Nathanial"
846,ECO 365.00,1,Corporate Finance,Web-Enhanced,,3,3,"M,TH",16:10-17:25,HW  113,"Xia, Chang"
848,*ECO 365.00,51,Corporate Finance,In-Person,,3,3,"M,W",17:35-18:50,HN  C114,Staff
849,*ECO 366.00,1,Security&Invest Anal,In-Person,,3,3,"M,TH",16:10-17:25,HW  113,Staff
850,ECO 366.00,51,Security&Invest Anal,Web-Enhanced,,3,3,F,17:40-20:40,HW  503,"Carias, Mario"
852,ECO 371.00,1,Interm Accounting 1,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  503,"Bergman, Lila"
855,ECO 372.00,2,Interm Accounting 2,Web-Enhanced,,3,3,SU,12:10-15:00,HW  603,"Uhr, Irwin"
856,ECO 373.00,1,Fed Inc Taxation,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  503,"Uhr, Irwin"
857,ECO 373.00,51,Fed Inc Taxation,In-Person,,3,3,"TU,TH",19:00-20:15,HW  503,"Furst, Bruce"
858,ECO 374.00,1,Managerial Accting,Web-Enhanced,,3,3,"M,W",16:10-17:25,HW  503,"Mason, Stephania"
859,ECO 374.00,2,Managerial Accting,Web-Enhanced,,3,3,SA,12:10-15:00,TH  518,"Chang, Philip"
860,ECO 380.00,51,Business Law 2,Web-Enhanced,,3,3,"M,W",19:00-20:15,HW  116,"Marmer, Mark"
861,ECO 380.00,52,Business Law 2,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  208,"Farag, Remy"
863,ECO 471.00,1,Adv Accounting 1,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  503,"Cebenoyan, Fatma"
864,ECO 471.00,51,Adv Accounting 1,Web-Enhanced,,3,3,SA,12:10-15:00,HW  503,"Mason, Stephania"
865,ECO 472.00,1,Adv Accounting 2,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HN  C002,"Kim, John"
866,ECO 472.00,2,Adv Accounting 2,Web-Enhanced,,3,3,SU,12:10-15:00,HW  503,"Mason, Stephania"
867,ECO 473.00,1,Business Taxes,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  603,"Liveson, Avi"
870,ECO 475.00,51,Auditing,Web-Enhanced,,4,4,"M,W",19:35-21:25,HW  503,"Charles, Sabine"
871,ECO 476.00,51,Computer Acc Systems,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,TH  405,"Schleifer, Michael"
872,ECO 476.00,52,Computer Acc Systems,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,TH  405,"Nikman, Arman"
873,ECO 480.00,51,Business Law 3,Web-Enhanced,,3,3,"M,W",17:35-18:50,HW  503,"Marmer, Mark"
874,ECO 480.00,52,Business Law 3,In-Person,,3,3,"TU,TH",17:35-18:50,HW  208,"Tackel, Martin"
875,ECO 490.00,1,Acctng&Auditng Resch,Web-Enhanced,,3,3,SU,12:10-15:00,TH  518,"Rampulla, Renee"
4644,*EDUC 495.00,1,Rdg/Wrtg Workshop,In-Person,,3,3,F,15:30-18:00,HW  1133,Staff
878,*ENGL 002.SL,1,Reading 2,Web-Enhanced,,3,2,"TU,F",12:45-14:00,HE  921,"Melamed, Evelyn"
879,ENGL 002.SL,2,Reading 2,Web-Enhanced,,3,2,"M,W",16:10-17:25,HW  1441,"Schoenfeld, Jason"
881,*ENGL 004.SL,2,Engl Bi-Ling Stu 2,Web-Enhanced,,6,1,"M,W",16:10-18:50,HE  922,"Wetta, Stephen"
882,ENGL 005.SL,1,Engl Bi-Ling Stud 3,Web-Enhanced,,3,2,"TU,F",12:45-14:00,HE  922,"Wishengrad, Cindy"
883,*ENGL 005.SL,51,Engl Bi-Ling Stud 3,Web-Enhanced,,3,2,"M,W",17:35-18:50,HW  623,"Schoenfeld, Jason"
889,ENGL 120.00,6,Expository Writing,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  1441,"Warmbold, Marie"
890,ENGL 120.00,7,Expository Writing,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HN  C100,"Warmbold, Marie"
891,ENGL 120.00,8,Expository Writing,Web-Enhanced,,3,3,TU,12:45-14:00,HW  1441,"Morales, Gilbert"
,,,,,,,,F,12:45-14:00,HN 1001C,
894,ENGL 120.00,11,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HE  922,"Wishengrad, Cindy"
895,ENGL 120.00,12,Expository Writing,Web-Enhanced,,3,3,"TU,F",15:45-17:00,TH  518,"Cohen, Adam"
896,ENGL 120.00,13,Expository Writing,Web-Enhanced,,3,3,"TU,F",15:45-17:00,HW  509,"Valkaine, Krisztina"
899,ENGL 120.00,16,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HN  C004,"Larson, Ann"
4311,ENGL 120.00,17,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HE  921,"Wise-Lawrence, Meg"
5381,ENGL 120.00,19,Expository Writing,In-Person,,3,3,"TU,TH",16:10-17:25,HN  C106,"Holmes, Lauren"
901,ENGL 120.00,51,Expository Writing,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  217,"Holmes, Lauren"
902,*ENGL 120.00,52,Expository Writing,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HN  C102,"Riordan, Suzanna"
903,ENGL 120.00,53,Expository Writing,Web-Enhanced,,3,3,"M,W",19:00-20:15,HN  C103,"Kenigsberg, Yacov"
904,*ENGL 120.00,54,Expository Writing,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  217,"Peterson, Tammie"
905,ENGL 120.00,55,Expository Writing,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HN  C103,"Kadish, Philip"
4662,ENGL 120.00,56,Expository Writing,Web-Enhanced,,3,3,"TU,TH",20:25-21:40,HW  611,"Cheng, Kathie"
907,ENGL 120.00,57,Expository Writing,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HN  C114,"Peterson, Tammie"
908,*ENGL 120.00,58,Expository Writing,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HE  922,"Rountree, Carlos"
910,ENGL 120.00,82,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  1137,"Burnham, Janet"
911,*ENGL 120.00,83,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  1143,"Valkaine, Krisztina"
913,ENGL 120.00,85,Expository Writing,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  1441,Staff
916,ENGL 120.00,CN1,Expository Writing,Web-Enhanced,,3,3,"M,W",16:10-17:25,HN 1001B,"Ireland, Dale"
917,*ENGL 120.00,CN2,Expository Writing,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  408,"Goffman, Sarah"
900,ENGL 120.00,HC1,Expository Writing,Web-Enhanced,,3,3,"TU,F",15:45-17:00,TH  414,"Molloy, Sean"
922,ENGL 201.00,4,Interm Expos Writing,Web-Enhanced,,3,3,"M,TH",16:10-17:25,HW  1222,"Cohen, Adam"
895,ENGL 120.00,12,Expository Writing,Web-Enhanced,,3,3,"TU,F",15:45-17:00,TH  518,"Cohen, Adam"
896,ENGL 120.00,13,Expository Writing,Web-Enhanced,,3,3,"TU,F",15:45-17:00,HW  509,"Valkaine, Krisztina"
899,ENGL 120.00,16,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HN  C004,"Larson, Ann"
4311,ENGL 120.00,17,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HE  921,"Wise-Lawrence, Meg"
5381,ENGL 120.00,19,Expository Writing,In-Person,,3,3,"TU,TH",16:10-17:25,HN  C106,"Holmes, Lauren"
901,ENGL 120.00,51,Expository Writing,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  217,"Holmes, Lauren"
902,*ENGL 120.00,52,Expository Writing,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HN  C102,"Riordan, Suzanna"
903,ENGL 120.00,53,Expository Writing,Web-Enhanced,,3,3,"M,W",19:00-20:15,HN  C103,"Kenigsberg, Yacov"
904,*ENGL 120.00,54,Expository Writing,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  217,"Peterson, Tammie"
905,ENGL 120.00,55,Expository Writing,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HN  C103,"Kadish, Philip"
4662,ENGL 120.00,56,Expository Writing,Web-Enhanced,,3,3,"TU,TH",20:25-21:40,HW  611,"Cheng, Kathie"
907,ENGL 120.00,57,Expository Writing,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HN  C114,"Peterson, Tammie"
908,*ENGL 120.00,58,Expository Writing,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HE  922,"Rountree, Carlos"
910,ENGL 120.00,82,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  1137,"Burnham, Janet"
911,*ENGL 120.00,83,Expository Writing,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  1143,"Valkaine, Krisztina"
913,ENGL 120.00,85,Expository Writing,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  1441,Staff
916,ENGL 120.00,CN1,Expository Writing,Web-Enhanced,,3,3,"M,W",16:10-17:25,HN 1001B,"Ireland, Dale"
917,*ENGL 120.00,CN2,Expository Writing,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  408,"Goffman, Sarah"
900,ENGL 120.00,HC1,Expository Writing,Web-Enhanced,,3,3,"TU,F",15:45-17:00,TH  414,"Molloy, Sean"
922,ENGL 201.00,4,Interm Expos Writing,Web-Enhanced,,3,3,"M,TH",16:10-17:25,HW  1222,"Cohen, Adam"
923,*ENGL 201.00,5,Interm Expos Writing,Web-Enhanced,,3,3,SA,12:10-14:40,HN  C106,Staff
5383,ENGL 201.00,51,Interm Expos Writing,In-Person,,3,3,"TU,TH",20:25-21:40,HW  406,"Kenigsberg, Yacov"
924,ENGL 218.00,1,Advanc Expos Writing,Web-Enhanced,,3,3,TU,14:10-15:25,HW  1441,"Morales, Gilbert"
,,,,,,,,F,14:10-15:25,HN 1001C,
4314,*ENGL 218.00,51,Advanc Expos Writing,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,TH  502,"Cheng, Kathie"
929,ENGL 220.00,5,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HN  C113,"Rial, Carol"
933,ENGL 220.00,9,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W,TH",12:10-13:00,TH  505,"Curley-Egan, James"
934,ENGL 220.00,10,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HN  C103,"Baish, Katherine"
937,ENGL 220.00,13,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HN  C103,"Suzuki, Peggy"
944,ENGL 220.00,20,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HN  C102,"Bolin, Jane"
947,ENGL 220.00,23,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",15:45-17:00,HN  C100,"Mondello, Kaitlin"
948,ENGL 220.00,24,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",12:45-14:00,TH  414,"Brickley, Briana"
949,ENGL 220.00,25,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HN  C101,"Rial, Carol"
954,ENGL 220.00,30,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",12:45-14:00,TH  408,"Martinez-Bilgrey, Elizabeth"
957,ENGL 220.00,33,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W,TH",12:10-13:00,HN  C103,"Baaki, Brian"
958,ENGL 220.00,34,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HE  109,"Mondello, Kaitlin"
959,ENGL 220.00,35,Intro:Writ About Lit,Web-Enhanced,,3,3,SA,15:10-17:40,HW  509A,"Rachmani, Jonathan"
961,ENGL 220.00,37,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  1143,"Baish, Katherine"
963,ENGL 220.00,39,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  1137,"Anderson, Vashti"
965,ENGL 220.00,41,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  609,"Bankowski, Geoffrey"
967,ENGL 220.00,43,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W,TH",12:10-13:00,HN  C102,"Napoleon, Alison"
968,ENGL 220.00,44,Intro:Writ About Lit,Web-Enhanced,,3,3,SA,12:10-14:40,HW  509,"Rachmani, Jonathan"
970,ENGL 220.00,46,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",16:10-17:25,TH  414,"Anderson, Vashti"
971,ENGL 220.00,47,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W",16:10-17:25,HN  C101,"Wermer-Colan, Henry"
5549,ENGL 220.00,50,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HE  921,"Melamed, Evelyn"
974,ENGL 220.00,51,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  207,"Bankowski, Geoffrey"
4663,ENGL 220.00,52,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  410,"Ciaccio, Jason"
976,ENGL 220.00,53,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W",19:00-20:15,TH  408,"Stein, Linda"
977,ENGL 220.00,54,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,TH",20:25-21:40,HW  412,"Biggie, Roya"
978,ENGL 220.00,55,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  411,"Murray, Casandra"
979,ENGL 220.00,56,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  408,"Biggie, Roya"
980,ENGL 220.00,57,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  224,"Murray, Casandra"
982,ENGL 220.00,59,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W",17:35-18:50,TH  502,"Stein, Linda"
983,ENGL 220.00,60,Intro:Writ About Lit,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  611,"Bankowski, Geoffrey"
987,ENGL 220.00,64,Intro:Writ About Lit,Web-Enhanced,,3,3,SA,12:10-14:40,HW  509A,"Plunkett, Michael"
988,ENGL 220.00,65,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,W",19:00-20:15,HW  217,"Wermer-Colan, Henry"
990,ENGL 220.00,67,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HN  C114,"Goetz, Elizabeth"
991,ENGL 220.00,68,Intro:Writ About Lit,Web-Enhanced,,3,3,"M,TH",16:10-17:25,HW  509A,"Goetz, Elizabeth"
