Code,Course,Sec,Description,Mode of,Book,HR,CR,Days,Time,Room,Professor
,,,,,,,,TU,14:10-15:25,HW  615,"Gross, Chelsea"
,,,,,,,,F,14:10-15:25,HW  615,
2033,PGEOG 130.00,6,Weather And Climate,In-Person,,5,4,TU,14:10-15:25,HW  615,"Ni-Meister, Wenge"
,,,,,,,,TU,15:35-17:25,HN  1028,"Mead, Victoria"
,,,,,,,,F,14:10-15:25,HW  615,
2034,*PGEOG 130.00,7,Weather And Climate,In-Person,,5,4,TU,14:10-15:25,HW  615,"Ni-Meister, Wenge"
,,,,,,,,W,10:10-12:00,HN  1028,
,,,,,,,,F,14:10-15:25,HW  615,
2035,*PGEOG 130.00,8,Weather And Climate,In-Person,,5,4,TU,14:10-15:25,HW  615,"Ni-Meister, Wenge"
,,,,,,,,F,10:10-12:00,HN  1028,
,,,,,,,,F,14:10-15:25,HW  615,
2036,PGEOG 130.00,9,Weather And Climate,In-Person,,5,4,TU,14:10-15:25,HW  615,"Ni-Meister, Wenge"
,,,,,,,,F,12:10-14:00,HN  1028,"Gross, Chelsea"
,,,,,,,,F,14:10-15:25,HW  615,
2037,*PGEOG 130.00,10,Weather And Climate,In-Person,,5,4,TU,14:10-15:25,HW  615,"Ni-Meister, Wenge"
,,,,,,,,F,12:10-14:00,HN  1028,"Friedman, Erin"
,,,,,,,,F,14:10-15:25,HW  615,
2038,PGEOG 130.00,11,Weather And Climate,Web-Enhanced,,5,4,SA,13:10-15:00,HN  1028,"Wisniewska, Kamila"
,,,,,,,,SA,09:10-12:00,HN  1028,
2039,PGEOG 130.00,51,Weather And Climate,In-Person,,5,4,M,17:35-18:50,HN  1036,"Dempsey, Mark"
,,,,,,,,M,19:00-20:50,HN  1028,"Walter, Thomas"
,,,,,,,,W,17:35-18:50,HN  1036,
2040,PGEOG 130.00,52,Weather And Climate,In-Person,,5,4,M,17:35-18:50,HN  1036,"Dempsey, Mark"
,,,,,,,,TU,17:35-19:25,HN  1028,"Walter, Thomas"
,,,,,,,,W,17:35-18:50,HN  1036,
2041,PGEOG 130.00,53,Weather And Climate,In-Person,,5,4,M,17:35-18:50,HN  1036,"Reimer, Dana"
,,,,,,,,W,19:00-20:50,HN  1028,
,,,,,,,,W,17:35-18:50,HN  1036,
2042,*PGEOG 130.00,54,Weather And Climate,In-Person,,5,4,M,17:35-18:50,HN  510,"Walter, Thomas"
,,,,,,,,W,17:35-18:50,HN  510,
,,,,,,,,TH,17:35-19:25,HN  1028,
5421,PGEOG 130.00,RS1,Weather And Climate,In-Person,,5,4,M,17:35-18:50,HN  1036,"Walter, Thomas"
,,,,,,,,W,19:00-20:50,HN  1028,"Reimer, Dana"
,,,,,,,,W,17:35-18:50,HN  1036,
5292,*PGEOG 311.00,1,Intro: To Fluid Mech,In-Person,,3,3,F,14:10-17:00,HN  1022,"Salmun, Haydee"
4440,PGEOG 361.00,1,Global Climate Chnge,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HN 1090B,"Rutberg, Randye"
2059,PHILO 101.00,4,Intro To Philosophy,Web-Enhanced,,3,3,TU,10:10-11:00,HW  714,"Wildemannkane, Laura"
,,,,,,,,W,12:10-13:00,HW  411,"Acampora, Christa"
,,,,,,,,F,10:10-11:00,HW  714,
2060,*PHILO 101.00,5,Intro To Philosophy,Web-Enhanced,,3,3,TU,10:10-11:00,HW  714,"Abraham, Ericka"
,,,,,,,,W,12:10-13:00,HW  113,"Acampora, Christa"
,,,,,,,,F,10:10-11:00,HW  714,
4374,PHILO 101.00,7,Intro To Philosophy,Web-Enhanced,,3,3,"TU,F",15:45-17:00,HW  505,"Dematteis, Michel"
4377,PHILO 101.00,10,Intro To Philosophy,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  506,"Dematteis, Michel"
4378,PHILO 101.00,11,Intro To Philosophy,Web-Enhanced,,3,3,"M,TH",16:10-17:25,HW  506,"Stevenson, Michael"
2062,PHILO 101.00,51,Intro To Philosophy,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  505,"Marshall, Oliver"
2067,*PHILO 103.00,4,Intro To Logic,Web-Enhanced,,3,3,M,11:10-12:00,HW  511,"Freeman, James"
,,,,,,,,W,12:10-13:00,HW  505,
,,,,,,,,TH,11:10-12:00,HW  511,
2068,*PHILO 103.00,5,Intro To Logic,Web-Enhanced,,3,3,M,11:10-12:00,HW  511,"Freeman, James"
,,,,,,,,W,12:10-13:00,HW  609,
,,,,,,,,TH,11:10-12:00,HW  511,
2069,PHILO 103.00,51,Intro To Logic,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  506,"Robinson, Robert"
2070,PHILO 104.00,1,Intro To Ethics,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  505,"Ferguson, Kyle"
2073,PHILO 104.00,4,Intro To Ethics,Web-Enhanced,,3,3,"M,W,TH",12:10-13:00,HW  506,"Pismenny, Arina"
2075,PHILO 104.00,51,Intro To Ethics,Web-Enhanced,,3,3,"TU,TH",20:25-21:40,HW  505,"Horowitz, Morgan"
4815,PHILO 104.00,CN1,Intro To Ethics,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  412,"Horowitz, Morgan"
4380,PHILO 106.00,2,"Philo,Poltcs & Socty",Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  505,"Zapata, Fernando"
2077,PHILO 106.00,51,"Philo,Poltcs & Socty",Web-Enhanced,,3,3,"TU,TH",20:25-21:40,HW  506,"Robinson, Robert"
2078,PHILO 171.00,51,Intro:Symbolic Logic,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  505,"Whitaker, Monique"
4381,PHILO 201.00,2,Knowledge& Reality,Web-Enhanced,,3,3,"TU,F",15:45-17:00,HW  506,"Abelson, Benjamin"
2081,PHILO 201.00,51,Knowledge& Reality,Web-Enhanced,,3,3,"M,W",19:00-20:15,HW  506,"Kivatinos, Thomas"
4382,PHILO 215.00,51,Fndns:Modern Philo,Web-Enhanced,,3,3,"M,W",17:35-18:50,HW  505,"Keating, Laura"
2087,PHILO 218.00,51,Revol In Mod Philo,Web-Enhanced,,3,3,"M,W",17:35-18:50,HW  506,"Kirkland, Frank"
2088,PHILO 219.00,51,Chinese Philosophy,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  506,"Mahony, Robert"
2089,PHILO 228.00,1,Existentialism,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  1137,"Kilivris, Michael"
2091,PHILO 246.00,1,Political Philo,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  506,"Dahbour, Omar"
2092,PHILO 246.00,51,Political Philo,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  505,"Lindsay, Jamie"
2094,PHILO 252.00,1,Law And Morality,In-Person,,3,3,"TU,TH",16:10-17:25,HN  1036,"Ross, Steven"
4947,PHILO 254.00,1,Ethcl Iss Bio& Med,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  113,"Mendis, Katherine"
2095,*PHILO 256.00,1,Philo Ideas In Lit,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  505,"Falkenstern, Rachel"
2096,PHILO 258.00,1,Aesthetics,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  506,"Falkenstern, Rachel"
5317,PHILO 258.00,2,Aesthetics,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  505,"Falkenstern, Rachel"
5316,PHILO 258.00,MZ1,Aesthetics,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  506,"Falkenstern, Rachel"
5318,PHILO 258.00,MZ2,Aesthetics,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  505,"Falkenstern, Rachel"
2099,PHILO 275.00,1,Intermed Symbl Logic,Web-Enhanced,,3,3,"M,W",16:10-17:25,HW  406,"Freeman, James"
5437,PHILO 330.00,1,Phenomenology,In-Person,,3,3,"M,TH",14:45-16:00,HW  505,"Stevenson, Michael"
4384,PHILO 381.00,1,Aristotle,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  506,"Press, Gerald"
4385,PHILO 384.00,51,Kant,Web-Enhanced,,3,3,"M,W",19:00-20:15,HW  505,"Kirkland, Frank"
4529,*PHILO 394.71,1,Philo Of Human Rghts,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  1137,"Gould, Carol"
4530,PHILO 394.72,1,Philo Fem& Soc Epist,Web-Enhanced,,3,3,"M,TH",16:10-17:25,HW  505,"Alcoff, Linda"
4586,PHILO 394.78,51,Adv Tpcs Val Theory,In-Person,,3,3,"TU,TH",17:35-18:50,HW  506,"Ross, Steven"
2137,PHYS 101.LB,3,Bas Conc Of Phys Lb,In-Person,,0,0,TU,15:35-18:25,HN  1239,"Cen, Yin"
2139,PHYS 101.LC,1,Bas Conc Of Phys Lc,In-Person,,6,4,"TU,F",14:10-15:25,HW  511,"Maitra, Neepa"
2140,PHYS 110.LB,1,Gen Mech-Heat-Snd Lb,In-Person,,0,0,M,12:10-15:00,TH  M157,Staff
2142,PHYS 110.LB,3,Gen Mech-Heat-Snd Lb,In-Person,,0,0,TU,14:10-17:00,TH  M157,Staff
2143,PHYS 110.LB,4,Gen Mech-Heat-Snd Lb,In-Person,,0,0,W,12:10-15:00,TH  M157,Staff
2146,PHYS 110.LB,51,Gen Mech-Heat-Snd Lb,In-Person,,0,0,M,17:35-20:25,TH  M157,Staff
2147,PHYS 110.LB,52,Gen Mech-Heat-Snd Lb,In-Person,,0,0,W,17:35-20:25,TH  M157,Staff
2149,PHYS 110.LC,51,Gen Mech-Heat-Snd Lc,In-Person,,7,4.5,"TU,TH",19:00-20:15,HN  510,"Olivares, Georgina"
2151,PHYS 110.RC,51,Gen Mech-Heat-Snd Rc,In-Person,,0,0,TH,20:25-21:15,HN  510,"Olivares, Georgina"
2154,PHYS 120.LB,1,Gen Elec-Magnetsm Lb,In-Person,,0,0,M,13:10-16:00,HN  C005,Staff
2155,PHYS 120.LB,2,Gen Elec-Magnetsm Lb,In-Person,,0,0,TU,14:10-17:00,HN  C005,Staff
2156,PHYS 120.LB,3,Gen Elec-Magnetsm Lb,In-Person,,0,0,W,14:10-17:00,HN  C005,Staff
2159,PHYS 120.LB,6,Gen Elec-Magnetsm Lb,In-Person,,0,0,F,13:10-16:00,HN  C005,Staff
2161,PHYS 120.LB,51,Gen Elec-Magnetsm Lb,In-Person,,0,0,M,20:25-23:15,HN  C005,Staff
2162,PHYS 120.LB,52,Gen Elec-Magnetsm Lb,In-Person,,0,0,TU,19:35-22:25,HN  C005,Staff
2163,PHYS 120.LC,1,Gen Elec-Magnetsm Lc,In-Person,,7,4.5,"M,W,TH",12:10-13:00,HW  511,"Hillery, Mark"
2164,PHYS 120.LC,51,Gen Elec-Magnetsm Lc,In-Person,,7,4.5,"M,W",19:00-20:15,HN  C002,"Olivares, Georgina"
2166,PHYS 120.RC,51,Gen Elec-Magnetsm Rc,In-Person,,0,0,W,20:25-21:15,HN  C002,"Olivares, Georgina"
2167,PHYS 121.LC,51,Gen Elec-Magnetsm Lc,In-Person,,8,5.5,"TU,TH",17:35-19:25,HN  1311,"Varley, Rodney"
2168,PHYS 121.RC,51,Gen Elec-Magnetsm Rc,In-Person,,0,0,TH,19:35-20:25,HN  1311,"Varley, Rodney"
4917,PHYS 221.00,1,Electronics,In-Person,,4,4,"M,TH",12:10-14:00,HN  1311,"Lim, Hyungsik"
4918,PHYS 222.00,1,Electronics Lab,In-Person,,4,2,"TU,F",13:10-15:00,HN 1230A,"Varley, Rodney"
5293,*PHYS 311.00,1,Intro: To Fluid Mech,In-Person,,3,3,F,14:10-17:00,HN  1022,"Salmun, Haydee"
4919,PHYS 334.00,1,Interm Elec&Magnetsm,In-Person,,4,4,"TU,TH",15:25-17:25,HN  1311,"Chen, Ying-Chih"
4920,PHYS 415.00,1,Electromagnet Thry 1,In-Person,,3,3,"M,W",16:10-17:25,HN  1311,"Cohen, Leon"
4922,*PHYS 424.00,1,Plasma Physics,In-Person,,3,3,"M,W",17:35-18:50,HN  1311,Staff
2181,POL 102.00,51,Elementary Polish 2,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  410,"Kosakowska, Elzbieta"
2182,POL 202.00,51,Intermediate Pol 2,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  410,"Kosakowska, Elzbieta"
5148,POL 250.71,1,Modrn Polish Prose,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  410,"Kosakowska, Elzbieta"
2184,POL 250.97,51,East European Cinema,Web-Enhanced,,3,3,F,17:30-20:30,HN  510,"Draitser, Emil"
2193,POLSC 110.00,1,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,M,12:10-13:00,HW  208,"Shapiro, Aaron"
,,,,,,,,TH,11:10-12:00,HW  714,
2194,POLSC 110.00,2,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,W,12:10-13:00,HW  208,"Shapiro, Aaron"
,,,,,,,,TH,11:10-12:00,HW  714,
2195,POLSC 110.00,3,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,TH,12:10-13:00,HW  208,"Shapiro, Aaron"
,,,,,,,,TH,11:10-12:00,HW  714,
2196,POLSC 110.00,4,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,M,12:10-13:00,HW  706,"Crandall, Emily"
,,,,,,,,TH,11:10-12:00,HW  714,
2197,POLSC 110.00,5,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,W,12:10-13:00,HW  706,"Crandall, Emily"
,,,,,,,,TH,11:10-12:00,HW  714,
2198,POLSC 110.00,6,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,TH,12:10-13:00,HW  706,"Crandall, Emily"
,,,,,,,,TH,11:10-12:00,HW  714,
2199,POLSC 110.00,7,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,M,12:10-13:00,HW  1729,"Mcmahon, Adam"
,,,,,,,,TH,11:10-12:00,HW  714,
2200,POLSC 110.00,8,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,W,12:10-13:00,HW  1729,"Mcmahon, Adam"
,,,,,,,,TH,11:10-12:00,HW  714,
2201,POLSC 110.00,9,Am Govt: Hist Intro,In-Person,,3,3,M,11:10-12:00,HW  714,"Newton, Lina"
,,,,,,,,TH,12:10-13:00,HW  1729,"Mcmahon, Adam"
,,,,,,,,TH,11:10-12:00,HW  714,
2202,POLSC 110.00,10,Am Govt: Hist Intro,In-Person,,3,3,"TU,F",12:45-14:00,HW  511,"Karapin, Roger"
2204,POLSC 110.00,12,Am Govt: Hist Intro,In-Person,,3,3,"TU,F",15:45-17:00,HW  706,"Green-Barber, Lindsay"
2206,POLSC 110.00,14,Am Govt: Hist Intro,In-Person,,3,3,"M,W",16:10-17:25,HW  609,"Byun, Young-Hwan"
4952,POLSC 110.00,17,Am Govt: Hist Intro,In-Person,,3,3,SA,12:10-14:40,HW  1729,"Wallace, Nathan"
2208,POLSC 110.00,51,Am Govt: Hist Intro,In-Person,,3,3,"M,W",19:00-20:15,HW  706,"Aroosi, Jamie"
2210,POLSC 110.00,52,Am Govt: Hist Intro,In-Person,,3,3,"TU,TH",19:00-20:15,HW  706,"Mcmahon, John"
2211,POLSC 110.00,53,Am Govt: Hist Intro,In-Person,,3,3,"M,W",20:25-21:40,HW  208,"Aroosi, Jamie"
2213,POLSC 200.00,1,Intro Pol Ideas,In-Person,,3,3,"M,TH",14:45-16:00,HN  C002,"Marasco, Robyn"
2216,POLSC 202.00,51,Modern Pol Thought,In-Person,,3,3,"M,W",17:35-18:50,HW  208,"Zamalin, Aleksandr"
4498,POLSC 203.00,1,Poltcl Thght 1900,In-Person,,3,3,"M,TH",16:10-17:25,HW  1729,"Feldman, Leonard"
2217,POLSC 203.00,HC1,Poltcl Thght 1900,In-Person,,3,3,"M,TH",13:10-14:25,HW  1729,"Feldman, Leonard"
4953,POLSC 203.00,RS1,Poltcl Thght 1900,In-Person,,3,3,"M,TH",13:10-14:25,HW  1729,"Feldman, Leonard"
2218,POLSC 204.01,1,Political Philo,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  506,"Dahbour, Omar"
4835,POLSC 204.01,51,Political Philo,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  505,"Lindsay, Jamie"
4500,POLSC 209.00,51,Wmn&Gnd:Wpol Thght,In-Person,,3,3,"TU,TH",20:25-21:40,HW  706,"Mcmahon, John"
4954,POLSC 209.00,52,Wmn&Gnd:Wpol Thght,In-Person,,3,3,"TU,TH",20:25-21:40,HW  706,"Mcmahon, John"
4814,POLSC 209.00,53,Wmn&Gnd:Wpol Thght,In-Person,,3,3,"TU,TH",20:25-21:40,HW  706,"Mcmahon, John"
4502,POLSC 212.00,1,Urban Politics,In-Person,,3,3,"TU,F",14:10-15:25,HW  208,"Cohen, Ann"
5427,POLSC 215.00,1,Publ Opin&Pol Prt,In-Person,,3,3,SA,12:10-14:40,HW  408,"Beckman, Arthur"
2220,POLSC 218.00,51,Women And Politics,In-Person,,3,3,"TU,TH",19:00-20:15,HW  224,"Fisher, Michael"
2221,POLSC 218.00,52,Women And Politics,In-Person,,3,3,"TU,TH",19:00-20:15,HW  224,"Fisher, Michael"
4782,POLSC 218.00,53,Women And Politics,In-Person,,3,3,"TU,TH",19:00-20:15,HW  224,"Fisher, Michael"
2224,POLSC 219.00,51,Women And The Law,In-Person,,3,3,"M,W",17:35-18:50,HW  706,"Kleeman, Janet"
2225,POLSC 219.00,52,Women And The Law,In-Person,,3,3,"M,W",17:35-18:50,HW  706,"Kleeman, Janet"
4791,POLSC 219.00,53,Women And The Law,In-Person,,3,3,"M,W",17:35-18:50,HW  706,"Kleeman, Janet"
4955,POLSC 219.00,54,Women And The Law,In-Person,,3,3,"M,W",20:25-21:40,HW  706,"Squillacote, Rosa"
4956,POLSC 219.00,55,Women And The Law,In-Person,,3,3,"M,W",20:25-21:40,HW  706,"Squillacote, Rosa"
4957,POLSC 219.00,56,Women And The Law,In-Person,,3,3,"M,W",20:25-21:40,HW  706,"Squillacote, Rosa"
2227,POLSC 221.00,1,Immigration Policy,In-Person,,3,3,"M,TH",14:45-16:00,HW  1729,"Newton, Lina"
2229,POLSC 227.00,1,Political Parties,In-Person,,3,3,"M,TH",13:10-14:25,HW  706,"Polsky, Andrew"
4504,POLSC 230.00,1,Amercn Presidency,In-Person,,3,3,"TU,F",12:45-14:00,HW  1729,"Amdahl, Flannery"
2230,POLSC 238.00,51,American Legal Syst,In-Person,,3,3,"TU,TH",17:35-18:50,HW  706,"Volkomer, Walter"
4505,*POLSC 244.00,1,Engy Env Pl&Pb Pcy,In-Person,,3,3,"TU,F",14:10-15:25,HW  1729,"Erickson, Kenneth"
4506,*POLSC 244.00,51,Engy Env Pl&Pb Pcy,In-Person,,3,3,"TU,TH",19:00-20:15,HW  1729,"Erickson, Kenneth"
2232,POLSC 250.00,51,Comparng Countries,In-Person,,3,3,"TU,TH",17:35-18:50,HN  C002,"Jenkins, Robert"
5480,POLSC 253.00,1,Latin Amer Gov'T,In-Person,,3,3,"TU,F",14:10-15:25,HW  1729,"Green-Barber, Lindsay"
4509,POLSC 257.00,51,China:Gov'T&Polit,In-Person,,3,3,"M,W",17:35-18:50,HW  1729,"Byun, Young-Hwan"
2237,POLSC 270.00,1,Int'L Relations,In-Person,,3,3,"M,TH",13:10-14:25,HW  208,"Roberts, Cynthia"
5198,POLSC 272.02,1,African Pol&Soc Chng,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HW  205,"Odinga, Sobukwe"
4513,*POLSC 272.17,1,Multi-National Democ,In-Person,,3,3,"M,TH",16:10-17:25,HW  706,"Oziashvili, Yekaterina"
4514,*POLSC 272.99,1,Japan:Gov'T & Polit,In-Person,,3,3,"TU,F",12:45-14:00,HW  706,"Holt-Dwyer, Jennifer"
2238,POLSC 273.01,1,Model U.N.,In-Person,,3,3,"TU,TH",13:10-14:25,RH  3.04,"Falk, Pamela"
4515,POLSC 273.05,51,Global Issues,In-Person,,3,3,TU,17:35-20:05,HW  1731,"Somerville, Carolyn"
4960,POLSC 273.20,51,Int'L Negotiations,In-Person,,3,3,"M,W",19:00-20:15,HW  208,"Riedl, Karin"
2239,*POLSC 273.24,51,Democratic Peace,In-Person,,3,3,"TU,TH",19:00-20:15,HW  1729,"Tan, Bann Seng"
2241,POLSC 275.00,1,Pol Of Global Eco,In-Person,,3,3,"TU,F",14:10-15:25,HW  706,"Holt-Dwyer, Jennifer"
2253,POLSC 301.00,51,Amer. Pol Thought,In-Person,,3,3,"TU,TH",20:25-21:40,HW  1729,"Keller, Jonathan"
4595,*POLSC 304.78,51,Public Spaces,In-Person,,3,3,M,17:35-20:05,HW  1731,"Feldman, Leonard"
2259,POLSC 309.00,51,Femnist Pol Thery,In-Person,,3,3,W,17:35-20:05,HW  1731,"Marasco, Robyn"
4767,POLSC 309.00,52,Femnist Pol Thery,In-Person,,3,3,W,17:35-20:05,HW  1731,"Marasco, Robyn"
2260,POLSC 316.00,1,Pol Thry Hum Rgts,In-Person,,3,3,M,12:10-14:40,HW  1731,"Wallach, John"
2261,POLSC 317.54,1,Law And Morality,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HN  1036,"Ross, Steven"
2264,POLSC 341.00,51,Const Law:Civ Rght,In-Person,,3,3,"M,W",19:00-20:15,HW  1729,"Bacher, James"
4519,POLSC 342.00,51,Cnst Law:1st Amnd,In-Person,,3,3,"M,W",20:25-21:40,HW  1729,"Bacher, James"
2267,*POLSC 356.00,1,India & Democracy,In-Person,,4,4,"TU,F",15:10-17:00,HW  1731,"Jenkins, Robert"
4520,POLSC 373.02,1,Africa: War & Peace,In-Person,,3,3,"TU,F",15:45-17:00,HW  1729,"Somerville, Carolyn"
4984,POLSC 373.14,1,Comp Foreign Policy,In-Person,,3,3,"TU,F",12:45-14:00,HW  208,"Shirkey, Zachary"
2270,POLSC 375.00,1,International Law,In-Person,,3,3,"TU,TH",16:10-17:25,RH  3.04,"Falk, Pamela"
4564,*POLSC 380.00,1,European Security,In-Person,,4,4,"M,TH",15:10-17:00,HW  1731,"Roberts, Cynthia"
4963,POLSC 380.00,51,European Security,In-Person,,4,4,M,17:35-21:15,RH  3.04,"Roberts, Cynthia"
4964,POLSC 380.00,HC51,European Security,In-Person,,4,4,M,17:35-21:15,RH  3.04,"Roberts, Cynthia"
4965,POLSC 493.00,51,How To Research,In-Person,,1,1,TH,17:35-18:25,HW  1731,"Marasco, Robyn"
4966,*POLSC 493.00,52,How To Research,In-Person,,1,1,TH,17:35-18:25,HW  1731,"Marasco, Robyn"
4967,*POLSC 493.00,53,How To Research,In-Person,,1,1,TH,17:35-18:25,HW  1731,"Marasco, Robyn"
2276,PSYCH 100.00,2,Intro To Psychology,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HN ASSEM,"Hauber, Mark"
2278,PSYCH 100.00,4,Intro To Psychology,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  619,"Mccloskey, Tara"
2279,PSYCH 100.00,51,Intro To Psychology,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  415,"Sheese, Kate"
2281,PSYCH 100.00,82,Intro To Psychology,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  619,"Mccloskey, Tara"
2282,PSYCH 100.00,83,Intro To Psychology,Web-Enhanced,,3,3,"M,TH",14:45-16:00,HN ASSEM,"Hauber, Mark"
2285,PSYCH 140.00,1,Personal Adjustment,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HN  1036,"Klass, Ellen"
2286,PSYCH 140.00,51,Personal Adjustment,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  214,"Minerly, Anachristina"
2289,PSYCH 150.00,3,Human Development,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HW  224,"Shane-Simpson, Christina"
2290,PSYCH 150.00,4,Human Development,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  714,"Denigris, Danielle"
2291,PSYCH 150.00,5,Human Development,Web-Enhanced,,3,3,SA,12:10-15:00,HW  619,"Hotez, Emily"
2292,PSYCH 150.00,51,Human Development,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HN  1036,"Jovic, Svetlana"
2293,PSYCH 150.00,52,Human Development,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  215,"Shane-Simpson, Christina"
2295,PSYCH 160.00,2,Evolution & Behavior,Web-Enhanced,,3,3,"TU,F",14:10-15:25,HW  619,"French, Helen"
2296,PSYCH 160.00,51,Evolution & Behavior,Web-Enhanced,,3,3,"TU,TH",19:00-20:15,HW  619,Staff
2300,PSYCH 170.00,4,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"M,W",16:10-17:25,HN  1036,"Sweeney, Patrick"
2301,PSYCH 170.00,5,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  714,"Kincaid, Hunter"
4704,PSYCH 170.00,6,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"M,TH",13:10-14:25,TH  518,"Demarco, Michael"
4799,PSYCH 170.00,10,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"M,W",16:10-17:25,HN  1036,"Sweeney, Patrick"
4800,PSYCH 170.00,11,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  714,"Kincaid, Hunter"
4801,PSYCH 170.00,12,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"M,TH",13:10-14:25,TH  518,"Demarco, Michael"
2302,PSYCH 170.00,51,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  619,"Twerell, Janetta"
4802,PSYCH 170.00,52,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"M,W",20:25-21:40,HW  619,"Twerell, Janetta"
2303,PSYCH 170.00,HC1,Psy Of Hum Sexuality,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HN  C110,"Koken, Juline"
2306,PSYCH 180.00,3,Brain And Behavior,Web-Enhanced,,3,3,"M,W",16:10-17:25,HW  511,"Bauchner, Brett"
2307,*PSYCH 180.00,4,Brain And Behavior,Web-Enhanced,,3,3,"TU,F",12:45-14:00,TH  520,Staff
2308,PSYCH 180.00,51,Brain And Behavior,Web-Enhanced,,3,3,"TU,TH",20:25-21:40,TH  520,"Mccloskey, Tara"
2313,PSYCH 210.00,2,Child Psychology,Web-Enhanced,,3,3,"TU,F",12:45-14:00,HW  714,"Bothe, Leah"
2316,PSYCH 210.00,51,Child Psychology,Web-Enhanced,,3,3,"M,W",17:35-18:50,HN  C002,"Perlin, Rachel"
2318,PSYCH 212.00,2,Psy Of Excep Child,Web-Enhanced,,3,3,"TU,F",15:45-17:00,HW  619,"Fisher, Scott"
4706,PSYCH 212.00,51,Psy Of Excep Child,Web-Enhanced,,3,3,"M,W",20:25-21:40,TH  520,"Dow, Emily"
2319,PSYCH 215.00,51,Int Res Meth:Psych,Web-Enhanced,,3,3,"TU,TH",17:35-18:50,HW  619,"Fanelli, Michael"
2321,PSYCH 220.00,2,Personality,Web-Enhanced,,3,3,"M,TH",13:10-14:25,HN  C002,"Dudina, Tania"
2322,PSYCH 220.00,3,Personality,Web-Enhanced,,3,3,"TU,F",12:45-14:00,TH  520,Staff
5136,PSYCH 220.00,5,Personality,Web-Enhanced,,3,3,"TU,TH",16:10-17:25,HW  415,Staff
